X	Y	NODES	DEPOTS	CAPACITY	TRAVEL	TIME
18	24	22	993	41	199	10
26	27	27	994	88	121	10
25	24	20	995	14	83	10
22	27	11	996	119	160	10
25	21	12	997	122	153	10
19	21	10	998	32	93	10
20	26	9	999	38	137	10
18	18	17	1000	28	195	10
41	49	10	1001	15	204	10
35	17	7	1002	18	202	10
55	45	13	1003	54	187	10
55	20	19	1004	138	169	10
15	30	26	1005	20	199	10
25	30	3	1006	76	131	10
20	50	5	1007	21	170	10
10	43	9	1008	87	112	10
55	60	16	1009	88	115	10
30	60	16	1010	107	150	10
20	65	12	1011	57	86	10
50	35	19	1012	15	192	10
30	25	23	1013	147	180	10
15	10	20	1014	32	187	10
30	5	8	1015	50	81	10
10	20	19	1016	29	139	10
5	30	2	1017	124	189	10
20	40	12	1018	47	136	10
15	60	17	1019	32	146	10
45	65	9	1020	79	182	10
45	20	11	1021	18	195	10
45	10	18	1022	76	127	10
55	5	29	1023	58	87	10
65	35	3	1024	58	190	10
65	20	6	1025	153	186	10
45	30	17	1026	58	208	10
35	40	16	1027	8	75	10
41	37	16	1028	6	136	10
64	42	9	1029	29	150	10
40	60	21	1030	49	102	10
31	52	27	1031	17	198	10
35	69	23	1032	67	186	10
53	52	11	1033	24	92	10
65	55	14	1034	36	183	10
63	65	8	1035	116	178	10
2	60	5	1036	41	112	10
20	20	8	1037	42	198	10
5	5	16	1038	74	101	10
60	12	31	1039	33	110	10
40	25	9	1040	65	114	10
42	7	5	1041	72	131	10
24	12	5	1042	25	91	10
23	3	7	1043	82	185	10
11	14	18	1044	59	88	10
6	38	16	1045	29	99	10
2	48	1	1046	63	180	10
8	56	27	1047	34	176	10
13	52	36	1048	27	192	10
6	68	30	1049	93	132	10
47	47	13	1050	41	203	10
49	58	10	1051	36	149	10
27	43	9	1052	11	195	10
37	31	14	1053	87	112	10
57	29	18	1054	90	197	10
63	23	2	1055	126	155	10
53	12	6	1056	106	163	10
32	12	7	1057	48	163	10
36	26	18	1058	178	210	10
21	24	28	1059	17	202	10
17	34	3	1060	70	201	10
12	24	13	1061	29	132	10
24	58	19	1062	46	79	10
27	69	10	1063	34	172	10
15	77	9	1064	48	107	10
62	77	20	1065	49	113	10
49	73	25	1066	104	159	10
67	5	25	1067	73	102	10
56	39	36	1068	117	176	10
37	47	6	1069	39	70	10
37	56	5	1070	123	198	10
57	68	15	1071	39	148	10
47	16	25	1072	22	197	10
44	17	9	1073	30	135	10
46	13	8	1074	138	169	10
49	11	18	1075	27	192	10
49	42	13	1076	65	90	10
53	43	14	1077	168	199	10
61	52	3	1078	71	130	10
57	48	23	1079	84	109	10
56	37	6	1080	135	198	10
55	54	26	1081	57	140	10
15	47	16	1082	23	196	10
14	37	11	1083	21	198	10
11	31	7	1084	93	118	10
16	22	41	1085	23	177	10
4	18	35	1086	49	148	10
28	18	26	1087	88	107	10
26	52	9	1088	50	107	10
26	35	15	1089	68	211	10
31	67	3	1090	46	153	10
15	19	1	1091	25	194	10
22	22	2	1092	18	53	10
18	24	22	1093	129	199	10
26	27	27	1094	35	174	10
25	24	20	1095	14	205	10
22	27	11	1096	51	204	10
25	21	12	1097	92	183	10
19	21	10	1098	21	198	10
20	26	9	1099	74	101	10
18	18	17	1100	159	195	10
41	49	10	1101	73	204	10
35	17	7	1102	18	147	10
55	45	13	1103	76	165	10
55	20	19	1104	73	195	10
15	30	26	1105	20	167	10
25	30	3	1106	49	158	10
20	50	5	1107	36	135	10
10	43	9	1108	50	149	10
55	60	16	1109	47	156	10
30	60	16	1110	85	172	10
20	65	12	1111	33	152	10
50	35	19	1112	15	133	10
30	25	23	1113	79	208	10
15	10	20	1114	32	187	10
30	5	8	1115	30	152	10
10	20	19	1116	29	139	10
5	30	2	1117	60	189	10
20	40	12	1118	47	136	10
15	60	17	1119	32	146	10
45	65	9	1120	79	182	10
45	20	11	1121	18	136	10
45	10	18	1122	50	153	10
55	5	29	1123	36	155	10
65	35	3	1124	58	190	10
65	20	6	1125	56	186	10
45	30	17	1126	87	186	10
35	40	16	1127	5	140	10
41	37	16	1128	6	136	10
64	42	9	1129	29	150	10
40	60	21	1130	25	132	10
31	52	27	1131	17	138	10
35	69	23	1132	67	186	10
53	52	11	1133	24	161	10
65	55	14	1134	70	173	10
63	65	8	1135	54	178	10
2	60	5	1136	41	178	10
20	20	8	1137	87	190	10
5	5	16	1138	42	153	10
60	12	31	1139	33	186	10
40	25	9	1140	40	139	10
42	7	5	1141	43	160	10
24	12	5	1142	25	158	10
23	3	7	1143	82	185	10
11	14	18	1144	31	144	10
6	38	16	1145	29	169	10
2	48	1	1146	63	180	10
8	56	27	1147	34	176	10
13	52	36	1148	65	192	10
6	68	30	1149	73	152	10
47	47	13	1150	75	182	10
49	58	10	1151	36	149	10
27	43	9	1152	11	133	10
37	31	14	1153	51	148	10
57	29	18	1154	90	197	10
63	23	2	1155	69	189	10
53	12	6	1156	76	190	10
32	12	7	1157	48	163	10
36	26	18	1158	84	210	10
21	24	28	1159	17	183	10
17	34	3	1160	70	201	10
12	24	13	1161	29	132	10
24	58	19	1162	25	154	10
27	69	10	1163	34	172	10
15	77	9	1164	46	165	10
62	77	20	1165	49	170	10
49	73	25	1166	68	179	10
67	5	25	1167	43	156	10
56	39	36	1168	80	198	10
37	47	6	1169	12	137	10
37	56	5	1170	48	198	10
57	68	15	1171	39	148	10
47	16	25	1172	22	170	10
44	17	9	1173	30	135	10
46	13	8	1174	74	195	10
49	11	18	1175	27	141	10
49	42	13	1176	27	128	10
53	43	14	1177	72	200	10
61	52	3	1178	42	159	10
57	48	23	1179	47	146	10
56	37	6	1180	73	198	10
55	54	26	1181	57	140	10
15	47	16	1182	23	146	10
14	37	11	1183	21	157	10
11	31	7	1184	57	154	10
16	22	41	1185	44	147	10
4	18	35	1186	49	148	10
28	18	26	1187	61	134	10
26	52	9	1188	21	136	10
26	35	15	1189	68	211	10
31	67	3	1190	46	153	10
15	19	1	1191	70	194	10
22	22	2	1192	18	159	10
18	24	22	1193	60	199	10
26	27	27	1194	58	151	10
25	24	20	1195	14	143	10
22	27	11	1196	89	190	10
25	21	12	1197	92	183	10
19	21	10	1198	21	142	10
20	26	9	1199	33	142	10
18	18	17	1200	51	195	10
